ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,question,answer,answerKey
20902,İlişkiler,"[başlık] Bebek partisi teşekkür notları nasıl yazılır [başlık] Uygun kartları seçin. [adım] Sanatsal becerilerinize ve zaman müsaitliğinize bağlı olarak kendi kartlarınızı yapabilir veya kartları seçebilirsiniz. [title] Kendi bebek partisi notlarınızı hazırlıyorsanız, bunlar not kağıdına veya kart boyutuna katlanmış inşaat kağıdı kullanılarak çok basit bir şekilde yapılabilir.",,"[başlık] Bebek partisi teşekkür notları nasıl yazılır [başlık] Uygun kartları seçin. [adım] Sanatsal becerilerinize ve zaman müsaitliğinize bağlı olarak kendi kartlarınızı yapabilir veya kartları seçebilirsiniz. [title] Kendi bebek partisi notlarınızı hazırlıyorsanız, bunlar not kağıdına veya kart boyutuna katlanmış inşaat kağıdı kullanılarak çok basit bir şekilde yapılabilir.","['[title] Üzerine teşekkür notu yazacağınız bir kart seçin. [adım] Kartın görünüşünü beğendiyseniz, başka bir şeyi hatırlamak konusunda endişelenmenize gerek yok, sadece onu yapmaya ilginizi göstermek için birkaç ipucu verin.'
 '[adım] Kağıdı, üstte bulunan aşağıdaki inşaat kağıdıyla ters çevirerek yerleştirin. Bebek odasının hacimli olmaması için üstünü açık bırakın.'
 '[adım] Bu kartları daha dekoratif hale getirmek için, ucunu yerine yapıştırın veya dikin. Alternatif olarak, kağıdı bebek partisi kartına kontrast yeşil renkte yapıştırabilir veya çiçekli bant kullanabilirsiniz.'
 '[adım] Kartın iç kısmı için iç tarafa yazı kağıdını yerleştirin ve orta kata kağıt tutkalı ile yapıştırın. [alt adımlar] Çocuğunuzun kız mı erkek mi olduğunu zaten biliyorsanız, geleneksel maviyi veya pembeyi ya da bu seçeneklerin bir çeşidini kullanmak isteyebilirsiniz.']",wikihow~34501,train,indomain,3,"[başlık] Bebek partisi teşekkür notları nasıl yazılır [başlık] Uygun kartları seçin. [adım] Sanatsal becerilerinize ve zaman müsaitliğinize bağlı olarak kendi kartlarınızı yapabilir veya kartları seçebilirsiniz. [title] Kendi bebek partisi notlarınızı hazırlıyorsanız, bunlar not kağıdına veya kart boyutuna katlanmış inşaat kağıdı kullanılarak çok basit bir şekilde yapılabilir.
Şıklar:
A- [title] Üzerine teşekkür notu yazacağınız bir kart seçin. [adım] Kartın görünüşünü beğendiyseniz, başka bir şeyi hatırlamak konusunda endişelenmenize gerek yok, sadece onu yapmaya ilginizi göstermek için birkaç ipucu verin.
B- [adım] Kağıdı, üstte bulunan aşağıdaki inşaat kağıdıyla ters çevirerek yerleştirin. Bebek odasının hacimli olmaması için üstünü açık bırakın.
C- [adım] Bu kartları daha dekoratif hale getirmek için, ucunu yerine yapıştırın veya dikin. Alternatif olarak, kağıdı bebek partisi kartına kontrast yeşil renkte yapıştırabilir veya çiçekli bant kullanabilirsiniz.
D- [adım] Kartın iç kısmı için iç tarafa yazı kağıdını yerleştirin ve orta kata kağıt tutkalı ile yapıştırın. [alt adımlar] Çocuğunuzun kız mı erkek mi olduğunu zaten biliyorsanız, geleneksel maviyi veya pembeyi ya da bu seçeneklerin bir çeşidini kullanmak isteyebilirsiniz.","[adım] Kartın iç kısmı için iç tarafa yazı kağıdını yerleştirin ve orta kata kağıt tutkalı ile yapıştırın. [alt adımlar] Çocuğunuzun kız mı erkek mi olduğunu zaten biliyorsanız, geleneksel maviyi veya pembeyi ya da bu seçeneklerin bir çeşidini kullanmak isteyebilirsiniz.",D
25069,Eğitim ve İletişim,[başlık] Asl dilinde alfabe nasıl imzalanır? [başlık] A-elinizi yumruk haline getirin. [adım] Başparmağınızı elinizin yanına koyun. [title] B-elinizi uzatın ve parmaklarınızın arasındaki boşlukları kapatın ve başparmağınızı avucunuza yerleştirin.,,[başlık] Asl dilinde alfabe nasıl imzalanır? [başlık] A-elinizi yumruk haline getirin. [adım] Başparmağınızı elinizin yanına koyun. [title] B-elinizi uzatın ve parmaklarınızın arasındaki boşlukları kapatın ve başparmağınızı avucunuza yerleştirin.,"['[başlık] C-elinizi c şekline getirin. [title] ] ellerinizi yumruk haline getirin ve ardından işaretçinizi yukarı kaldırın.'
 '[title] Soldaki b [title] Sağdaki c [title] Soldaki 2 [title] İşaret ve orta parmaklarınızı klavyenin üzerinde tutun, muz gibi daire içine alın. [title] Cımbızı 2 parmak uzakta olacak şekilde, orta parmağınız yukarı ve orta parmağınız aşağıda olacak şekilde tutun.'
 '[title] Elini yumruk yapıp tutuyorum. [başlık] Elinizin sol ve sağ tarafını kavrayın.'
 '[title] C-avucunuz dışarı bakacak şekilde elinizi uzatın. [title] Elinizi tavana doğru kavrayın.']",wikihow~41327,train,indomain,0,"[başlık] Asl dilinde alfabe nasıl imzalanır? [başlık] A-elinizi yumruk haline getirin. [adım] Başparmağınızı elinizin yanına koyun. [title] B-elinizi uzatın ve parmaklarınızın arasındaki boşlukları kapatın ve başparmağınızı avucunuza yerleştirin.
Şıklar:
A- [başlık] C-elinizi c şekline getirin. [title] ] ellerinizi yumruk haline getirin ve ardından işaretçinizi yukarı kaldırın.
B- [title] Soldaki b [title] Sağdaki c [title] Soldaki 2 [title] İşaret ve orta parmaklarınızı klavyenin üzerinde tutun, muz gibi daire içine alın. [title] Cımbızı 2 parmak uzakta olacak şekilde, orta parmağınız yukarı ve orta parmağınız aşağıda olacak şekilde tutun.
C- [title] Elini yumruk yapıp tutuyorum. [başlık] Elinizin sol ve sağ tarafını kavrayın.
D- [title] C-avucunuz dışarı bakacak şekilde elinizi uzatın. [title] Elinizi tavana doğru kavrayın.",[başlık] C-elinizi c şekline getirin. [title] ] ellerinizi yumruk haline getirin ve ardından işaretçinizi yukarı kaldırın.,A
22440,Ev ve bahçe,[header] Fırın nasıl satın alınır [title] Mevcut yakıt türünüzü belirleyin. [adım] Fırın seçiminiz büyük ölçüde evinizde bulunan yakıt hattının türüne göre belirlenecektir (bağlantı türünüzü değiştirmek istemediğiniz sürece). Gazlı fırınlarda mevcut sobanıza bağlı bir gaz hattı bulunacaktır.,,[header] Fırın nasıl satın alınır [title] Mevcut yakıt türünüzü belirleyin. [adım] Fırın seçiminiz büyük ölçüde evinizde bulunan yakıt hattının türüne göre belirlenecektir (bağlantı türünüzü değiştirmek istemediğiniz sürece). Gazlı fırınlarda mevcut sobanıza bağlı bir gaz hattı bulunacaktır.,"['Gaz seviyesini değiştirmek istiyorsanız mevcut sobanızdan mevcut yakıt hattınızı alıp hangisinin uygun olduğuna karar verin. [title] Sobanızın kullanıcı faiz oranını belirleyin.'
 'İşlevlerini yerine getirmek için ihtiyaç duyduğu gazla eşleşen gazı seçin. Yakıtınızı seçtikten sonra ızgarayı gaz hattınızda pişirmeye ayarlayacaksınız.'
 'Ocağa (yani mevcut gaz kaynağınıza) bağlı bir yakıt hattıyla yemek pişirmek, deponuzu doldurmanız gereken yerdir. Yeni tarifler yapmaya başladığınızda veya özel tarifler oluşturduğunuzda mevcut gazınıza gaz eklemeyi deneyin; bu, yeni yakıtınızı oluşturmanıza olanak sağlayacaktır.'
 'Elektrik prizine elektrikli fırın bağlanacaktır. [alt adımlar] Gazla çalışan fırınlar, şehrinize bağlı olarak doğal gaz veya propan kullanır.']",wikihow~37064,train,indomain,3,"[header] Fırın nasıl satın alınır [title] Mevcut yakıt türünüzü belirleyin. [adım] Fırın seçiminiz büyük ölçüde evinizde bulunan yakıt hattının türüne göre belirlenecektir (bağlantı türünüzü değiştirmek istemediğiniz sürece). Gazlı fırınlarda mevcut sobanıza bağlı bir gaz hattı bulunacaktır.
Şıklar:
A- Gaz seviyesini değiştirmek istiyorsanız mevcut sobanızdan mevcut yakıt hattınızı alıp hangisinin uygun olduğuna karar verin. [title] Sobanızın kullanıcı faiz oranını belirleyin.
B- İşlevlerini yerine getirmek için ihtiyaç duyduğu gazla eşleşen gazı seçin. Yakıtınızı seçtikten sonra ızgarayı gaz hattınızda pişirmeye ayarlayacaksınız.
C- Ocağa (yani mevcut gaz kaynağınıza) bağlı bir yakıt hattıyla yemek pişirmek, deponuzu doldurmanız gereken yerdir. Yeni tarifler yapmaya başladığınızda veya özel tarifler oluşturduğunuzda mevcut gazınıza gaz eklemeyi deneyin; bu, yeni yakıtınızı oluşturmanıza olanak sağlayacaktır.
D- Elektrik prizine elektrikli fırın bağlanacaktır. [alt adımlar] Gazla çalışan fırınlar, şehrinize bağlı olarak doğal gaz veya propan kullanır.","Elektrik prizine elektrikli fırın bağlanacaktır. [alt adımlar] Gazla çalışan fırınlar, şehrinize bağlı olarak doğal gaz veya propan kullanır.",D
4468,Sağlık,[başlık] Kramp giren kaslara balsam nasıl uygulanır [başlık] Daha serin bir his için mentol bazlı bir balsam kullanın. [adım] Çoğu kas balsamında aktif madde olarak mentol bulunur. Mentol ağrıyı hafifletir ve genellikle cildinize serinlik hissi verir.,,[başlık] Kramp giren kaslara balsam nasıl uygulanır [başlık] Daha serin bir his için mentol bazlı bir balsam kullanın. [adım] Çoğu kas balsamında aktif madde olarak mentol bulunur. Mentol ağrıyı hafifletir ve genellikle cildinize serinlik hissi verir.,"['Mentol ayrıca cildinizi kurutarak dokunuşu daha esnek hale getirir. Balsamınızı uygulamadan önce mentolün gözeneklerden sızmasına izin vermeyen bir ürün seçin.'
 'Mentol bazlı balsamları çoğu marketten, eczaneden ve kuaförden satın alabilirsiniz. [title] Cilt ısındığında nemlendirici bir balsam sürün.'
 'Bu aktif maddeyi içeren dao acm pastilleri veya sempatik cilt pastilleri aramayı deneyin. [alt adımlar] Ekstra nemlendirme için birkaç damla su veya formül eklemek çok yararlı olabilir.'
 'Ancak bu serinlik sizi rahatsız ediyorsa farklı bir merhem seçin. [alt adımlar] Bazı balsamlar mentol ile kafuru karıştırır.']",wikihow~7444,train,indomain,3,"[başlık] Kramp giren kaslara balsam nasıl uygulanır [başlık] Daha serin bir his için mentol bazlı bir balsam kullanın. [adım] Çoğu kas balsamında aktif madde olarak mentol bulunur. Mentol ağrıyı hafifletir ve genellikle cildinize serinlik hissi verir.
Şıklar:
A- Mentol ayrıca cildinizi kurutarak dokunuşu daha esnek hale getirir. Balsamınızı uygulamadan önce mentolün gözeneklerden sızmasına izin vermeyen bir ürün seçin.
B- Mentol bazlı balsamları çoğu marketten, eczaneden ve kuaförden satın alabilirsiniz. [title] Cilt ısındığında nemlendirici bir balsam sürün.
C- Bu aktif maddeyi içeren dao acm pastilleri veya sempatik cilt pastilleri aramayı deneyin. [alt adımlar] Ekstra nemlendirme için birkaç damla su veya formül eklemek çok yararlı olabilir.
D- Ancak bu serinlik sizi rahatsız ediyorsa farklı bir merhem seçin. [alt adımlar] Bazı balsamlar mentol ile kafuru karıştırır.",Ancak bu serinlik sizi rahatsız ediyorsa farklı bir merhem seçin. [alt adımlar] Bazı balsamlar mentol ile kafuru karıştırır.,D
28510,Finans ve İşletme,"[header] Seyahat iptal sigortası için nasıl alışveriş yapılır [title] Seyahate yapacağınız finansal yatırımı değerlendirin. [adım] Çoğu seyahat iptal politikasının fiyatı, toplam seyahat maliyetinizin yüzde 2 ila 9'u arasında değişir. Yaşınızdaki fiyat faktörleri ve seyahatinizin maliyeti ve uzunluğu.",,"[header] Seyahat iptal sigortası için nasıl alışveriş yapılır [title] Seyahate yapacağınız finansal yatırımı değerlendirin. [adım] Çoğu seyahat iptal politikasının fiyatı, toplam seyahat maliyetinizin yüzde 2 ila 9'u arasında değişir. Yaşınızdaki fiyat faktörleri ve seyahatinizin maliyeti ve uzunluğu.","[""[substeps] 99$ veya daha düşük bir fiyata ucuz bir uçuş aldıysanız, seyahatinize yapacağınız yatırım oldukça küçüktür ve seyahat iptal sigortasına çok az ihtiyacınız olabilir. Öte yandan, eğer 10.000$'ın üzerinde bir gemi yolculuğu rezervasyonu yaptıysanız, daha fazla yatırım yapmış olursunuz ve kaybedecek daha çok şeyiniz olur.""
 '[alt adımlar] Seyahatiniz için planınızı takip edip etmediğinizi belirlemek için yıl sonunda planlarınıza bir göz atın. Kredi kartınız veya diğer harcama alışkanlıklarınız gibi kişisel verileriniz seyahat iptal planını kullanıp kullanmama konusundaki kararınızı etkileyebilir.'
 'Önemli miktarda paranız varsa, seçenekleri tartmak için muhasebecinize ve vergi danışmanlarınıza danışmak isteyebilirsiniz. [alt adımlar] Seyahat iptal politikalarının çoğu önemli olumsuzluklarla karşı karşıyadır: masraflar ortadan kalkar ve bir miktar parayı geri kazanırsınız.'
 'Gelecekteki seyahat iptal politikalarını satın almadan önce bunları dikkate alın. [alt adımlar] Yalnızca demiryolu veya tekneyle seyahat ediyorsanız, sınır geçiş havalimanlarında sunulan yolculuk öncesi ücretlerle başlayın.']",wikihow~46959,val,indomain,0,"[header] Seyahat iptal sigortası için nasıl alışveriş yapılır [title] Seyahate yapacağınız finansal yatırımı değerlendirin. [adım] Çoğu seyahat iptal politikasının fiyatı, toplam seyahat maliyetinizin yüzde 2 ila 9'u arasında değişir. Yaşınızdaki fiyat faktörleri ve seyahatinizin maliyeti ve uzunluğu.
Şıklar:
A- [substeps] 99$ veya daha düşük bir fiyata ucuz bir uçuş aldıysanız, seyahatinize yapacağınız yatırım oldukça küçüktür ve seyahat iptal sigortasına çok az ihtiyacınız olabilir. Öte yandan, eğer 10.000$'ın üzerinde bir gemi yolculuğu rezervasyonu yaptıysanız, daha fazla yatırım yapmış olursunuz ve kaybedecek daha çok şeyiniz olur.
B- [alt adımlar] Seyahatiniz için planınızı takip edip etmediğinizi belirlemek için yıl sonunda planlarınıza bir göz atın. Kredi kartınız veya diğer harcama alışkanlıklarınız gibi kişisel verileriniz seyahat iptal planını kullanıp kullanmama konusundaki kararınızı etkileyebilir.
C- Önemli miktarda paranız varsa, seçenekleri tartmak için muhasebecinize ve vergi danışmanlarınıza danışmak isteyebilirsiniz. [alt adımlar] Seyahat iptal politikalarının çoğu önemli olumsuzluklarla karşı karşıyadır: masraflar ortadan kalkar ve bir miktar parayı geri kazanırsınız.
D- Gelecekteki seyahat iptal politikalarını satın almadan önce bunları dikkate alın. [alt adımlar] Yalnızca demiryolu veya tekneyle seyahat ediyorsanız, sınır geçiş havalimanlarında sunulan yolculuk öncesi ücretlerle başlayın.","[substeps] 99$ veya daha düşük bir fiyata ucuz bir uçuş aldıysanız, seyahatinize yapacağınız yatırım oldukça küçüktür ve seyahat iptal sigortasına çok az ihtiyacınız olabilir. Öte yandan, eğer 10.000$'ın üzerinde bir gemi yolculuğu rezervasyonu yaptıysanız, daha fazla yatırım yapmış olursunuz ve kaybedecek daha çok şeyiniz olur.",A
9140,Sağlık,"[başlık] Fsh seviyeleri nasıl iyileştirilir? [başlık] Esansiyel yağ asitleri içeren daha fazla gıda tüketin. [adım] Esansiyel yağ asitleri, fsh dahil olmak üzere vücuttaki hormonların üretiminde önemlidir. Esansiyel yağ asitleri arasında omega-6, omega-9 ve omega-3 bulunur.",,"[başlık] Fsh seviyeleri nasıl iyileştirilir? [başlık] Esansiyel yağ asitleri içeren daha fazla gıda tüketin. [adım] Esansiyel yağ asitleri, fsh dahil olmak üzere vücuttaki hormonların üretiminde önemlidir. Esansiyel yağ asitleri arasında omega-6, omega-9 ve omega-3 bulunur.","['Yağ asitleri alımınızı artırmak, balık seviyelerini artıracak ve hatta vücuttaki etkinliğini artırabilecektir. [alt adımlar] Haftanın çoğu gününde daha büyük öğünler yediğinizde, fsh seviyeleri yaşama olasılığınız daha yüksektir.'
 ""[alt adımlar] Günde 2 öğün (3 ila 4 porsiyon) koyu yeşil yapraklı sebzeler yemeyi hedeflemelisiniz. Bu yiyeceklerden yalnızca bir porsiyon bile kaybetmeyi hedeflediğimiz %2 ila %3'lük düşük bir besin öğesi olan dh seviyenizi artırır.""
 '[alt adımlar] Vücuda omega-3 sağlayan besinler balık yağı, keten yağı ve yağlı balıklardır (somon, alabalık, uskumru, sardalye, ringa balığı ve hamsi). Kadınların vücuttaki omega-3 düzeyini artırmak için haftada en az iki porsiyon yağlı balık yemeleri teşvik ediliyor.'
 '[alt adımlar] Omega-6 yağ asitleri bakımından zengin yiyecekler yemek, kolesterol seviyenizi iyileştirecektir. Ayrıca yağlı yağ asitleri, kolesterol seviyenizi korumanıza yardımcı olacak sağlıklı nörotransmitterlere erişim sağlar.']",wikihow~15051,train,indomain,2,"[başlık] Fsh seviyeleri nasıl iyileştirilir? [başlık] Esansiyel yağ asitleri içeren daha fazla gıda tüketin. [adım] Esansiyel yağ asitleri, fsh dahil olmak üzere vücuttaki hormonların üretiminde önemlidir. Esansiyel yağ asitleri arasında omega-6, omega-9 ve omega-3 bulunur.
Şıklar:
A- Yağ asitleri alımınızı artırmak, balık seviyelerini artıracak ve hatta vücuttaki etkinliğini artırabilecektir. [alt adımlar] Haftanın çoğu gününde daha büyük öğünler yediğinizde, fsh seviyeleri yaşama olasılığınız daha yüksektir.
B- [alt adımlar] Günde 2 öğün (3 ila 4 porsiyon) koyu yeşil yapraklı sebzeler yemeyi hedeflemelisiniz. Bu yiyeceklerden yalnızca bir porsiyon bile kaybetmeyi hedeflediğimiz %2 ila %3'lük düşük bir besin öğesi olan dh seviyenizi artırır.
C- [alt adımlar] Vücuda omega-3 sağlayan besinler balık yağı, keten yağı ve yağlı balıklardır (somon, alabalık, uskumru, sardalye, ringa balığı ve hamsi). Kadınların vücuttaki omega-3 düzeyini artırmak için haftada en az iki porsiyon yağlı balık yemeleri teşvik ediliyor.
D- [alt adımlar] Omega-6 yağ asitleri bakımından zengin yiyecekler yemek, kolesterol seviyenizi iyileştirecektir. Ayrıca yağlı yağ asitleri, kolesterol seviyenizi korumanıza yardımcı olacak sağlıklı nörotransmitterlere erişim sağlar.","[alt adımlar] Vücuda omega-3 sağlayan besinler balık yağı, keten yağı ve yağlı balıklardır (somon, alabalık, uskumru, sardalye, ringa balığı ve hamsi). Kadınların vücuttaki omega-3 düzeyini artırmak için haftada en az iki porsiyon yağlı balık yemeleri teşvik ediliyor.",C
26978,Evcil Hayvanlar ve Hayvanlar,"[başlık] Maine rakunu nasıl tanımlanır [başlık] Kedinin kürkünün uzunluğunu kontrol edin. [adım] Maine rakunlarının uzun, tüylü bir kürkü vardır. Kürkü kalın değildir ama bol miktarda bulunur.",,"[başlık] Maine rakunu nasıl tanımlanır [başlık] Kedinin kürkünün uzunluğunu kontrol edin. [adım] Maine rakunlarının uzun, tüylü bir kürkü vardır. Kürkü kalın değildir ama bol miktarda bulunur.","['Aslında bu kediyi düz iradeden daha fazla ağırlaştırabilir. Kürk kulakların arasından yakaya kadar uzanır.'
 'Pençeleri, kuyrukları ve kulakları kabarık kürk tutamlarıyla kaplıdır. Kedinin sırtındaki kürk, kedinin önüne doğru daha kısa, arkasına doğru daha uzun olmalıdır.'
 'Uzun paltoları olduğundan kürkleri ipeksi ve pürüzsüzdür. Maine rakunları nispeten rahat tutulur.'
 'Uzun pullar veya snus kürkü, çentikten kuyruğa kadar uzanır. Kedinin tüm uzunluğunu kaplayan çok uzun, köşeli bir kürk tabakası vardır.']",wikihow~44448,train,indomain,1,"[başlık] Maine rakunu nasıl tanımlanır [başlık] Kedinin kürkünün uzunluğunu kontrol edin. [adım] Maine rakunlarının uzun, tüylü bir kürkü vardır. Kürkü kalın değildir ama bol miktarda bulunur.
Şıklar:
A- Aslında bu kediyi düz iradeden daha fazla ağırlaştırabilir. Kürk kulakların arasından yakaya kadar uzanır.
B- Pençeleri, kuyrukları ve kulakları kabarık kürk tutamlarıyla kaplıdır. Kedinin sırtındaki kürk, kedinin önüne doğru daha kısa, arkasına doğru daha uzun olmalıdır.
C- Uzun paltoları olduğundan kürkleri ipeksi ve pürüzsüzdür. Maine rakunları nispeten rahat tutulur.
D- Uzun pullar veya snus kürkü, çentikten kuyruğa kadar uzanır. Kedinin tüm uzunluğunu kaplayan çok uzun, köşeli bir kürk tabakası vardır.","Pençeleri, kuyrukları ve kulakları kabarık kürk tutamlarıyla kaplıdır. Kedinin sırtındaki kürk, kedinin önüne doğru daha kısa, arkasına doğru daha uzun olmalıdır.",B
47349,Finans ve İşletme,"[header] Paypal banka kartı nasıl kullanılır [title] Mevcut Paypal hesabınız aracılığıyla Paypal banka ana kartına başvurun. [adım] Bu basit bir süreçtir ve web sitesi başvuru ve onay sistemi boyunca size yol gösterecektir. Başvuru, iletişim bilgileriniz, e-posta adresiniz, dil tercihiniz ve kaydolmak istediğiniz hesap türü gibi çeşitli soruları yanıtlamanızı gerektirecektir.",,"[header] Paypal banka kartı nasıl kullanılır [title] Mevcut Paypal hesabınız aracılığıyla Paypal banka ana kartına başvurun. [adım] Bu basit bir süreçtir ve web sitesi başvuru ve onay sistemi boyunca size yol gösterecektir. Başvuru, iletişim bilgileriniz, e-posta adresiniz, dil tercihiniz ve kaydolmak istediğiniz hesap türü gibi çeşitli soruları yanıtlamanızı gerektirecektir.","['[alt adımlar] https: // www.paypal-debit-mastercard adresini ziyaret edin ve ardından "" uygula ""ya tıklayın. [başlık] Bir Paypal değişim programına kaydolun.'
 'Başvuru süreci nispeten kısadır ve yalnızca birkaç dakika sürer. [title] Paypal hesabınız için bir yedek finansman yöntemi seçin.'
 '[title] Bir Paypal hesabına kaydolun. [adım] Zaten bir tane yoksa, şimdi yapmak isteyebilirsiniz.'
 'Onay beklerken hesap merkezinin ana sayfasına yönlendirileceksiniz. Ana sayfaya erişmek için kullanıcı adınızı ve şifrenizi girin.']",wikihow~77887,train,indomain,1,"[header] Paypal banka kartı nasıl kullanılır [title] Mevcut Paypal hesabınız aracılığıyla Paypal banka ana kartına başvurun. [adım] Bu basit bir süreçtir ve web sitesi başvuru ve onay sistemi boyunca size yol gösterecektir. Başvuru, iletişim bilgileriniz, e-posta adresiniz, dil tercihiniz ve kaydolmak istediğiniz hesap türü gibi çeşitli soruları yanıtlamanızı gerektirecektir.
Şıklar:
A- [alt adımlar] https: // www.paypal-debit-mastercard adresini ziyaret edin ve ardından "" uygula ""ya tıklayın. [başlık] Bir Paypal değişim programına kaydolun.
B- Başvuru süreci nispeten kısadır ve yalnızca birkaç dakika sürer. [title] Paypal hesabınız için bir yedek finansman yöntemi seçin.
C- [title] Bir Paypal hesabına kaydolun. [adım] Zaten bir tane yoksa, şimdi yapmak isteyebilirsiniz.
D- Onay beklerken hesap merkezinin ana sayfasına yönlendirileceksiniz. Ana sayfaya erişmek için kullanıcı adınızı ve şifrenizi girin.",Başvuru süreci nispeten kısadır ve yalnızca birkaç dakika sürer. [title] Paypal hesabınız için bir yedek finansman yöntemi seçin.,B
20374,piercing yaptırmak,Birkaç parça göbek deliği takıları gösteriliyor. Bunu bir erkeğin bir kadının göbek deliğini dezenfekte etmesi izliyor.,o,Birkaç parça göbek deliği takıları gösteriliyor. Bunu bir erkeğin bir kadının göbek deliğini dezenfekte etmesi izliyor. O,"['adamın sakalını bir bezle siler.'
 'iki küçük, devasa yuvarlak tümseğe sahip olan göbek deliğini tıraş ediyor.'
 'daha sonra bir kelepçe ve çubuk kullanarak bir piercing yerleştirir.'
 'Meme kelepçelerinin meme ucunun çevresine nasıl sabitleneceğini ve güvenli bir şekilde kelepçeleneceğini açıklıyor.']",activitynet~v_2GSSuYAWFc8,train,indomain,2,"Birkaç parça göbek deliği takıları gösteriliyor. Bunu bir erkeğin bir kadının göbek deliğini dezenfekte etmesi izliyor. O
Şıklar:
A- adamın sakalını bir bezle siler.
B- iki küçük, devasa yuvarlak tümseğe sahip olan göbek deliğini tıraş ediyor.
C- daha sonra bir kelepçe ve çubuk kullanarak bir piercing yerleştirir.
D- Meme kelepçelerinin meme ucunun çevresine nasıl sabitleneceğini ve güvenli bir şekilde kelepçeleneceğini açıklıyor.",daha sonra bir kelepçe ve çubuk kullanarak bir piercing yerleştirir.,C
37233,Salata hazırlanıyor,"Dış mekandaki bir standta bir kadın, kesme tahtasının üzerinde kabuklu balıkları kesiyor.",o,"Dış mekandaki bir standta bir kadın, kesme tahtasının üzerinde kabuklu balıkları kesiyor. o","['daha sonra aynı kesme tahtası üzerinde bazı sebzeleri kesmeye başlar ve bunları deniz kabuğuyla birlikte bir kaseye koyar.'
 'kurutulmuş kabuklu balıkları ve kabukları kanvas bir çantaya koyuyor.'
 'kamerayı kuruyor ve masasına bir zamanlayıcı koyuyor.'
 'balığın üstüne deniz kabuğu koyar.']",activitynet~v_kj8L5yu-fGs,train,indomain,0,"Dış mekandaki bir standta bir kadın, kesme tahtasının üzerinde kabuklu balıkları kesiyor. o
Şıklar:
A- daha sonra aynı kesme tahtası üzerinde bazı sebzeleri kesmeye başlar ve bunları deniz kabuğuyla birlikte bir kaseye koyar.
B- kurutulmuş kabuklu balıkları ve kabukları kanvas bir çantaya koyuyor.
C- kamerayı kuruyor ve masasına bir zamanlayıcı koyuyor.
D- balığın üstüne deniz kabuğu koyar.",daha sonra aynı kesme tahtası üzerinde bazı sebzeleri kesmeye başlar ve bunları deniz kabuğuyla birlikte bir kaseye koyar.,A
